Index,Newspaper,Date,Title,Text,Category,Page_number,Political_camp,Raw_article_length,Title_length,Month,Racial_label,Sentiment
115,Apple Daily,2019-02-22,受虐出走欲轉飛澳洲遭領事館攔截 沙地姊妹滯港半年尋第三國收容,【無處容身】沙地阿拉伯一對姊妹花，不堪多年來在家遭虐待，去年趁一家人到斯里蘭卡旅行時出走，本欲在香港轉機往澳洲，但在香港機場遭沙地當局取消她們的機票，更一度被香港警方扣留問話六小時。她倆現已滯留香港五個月，在護照遭註銷、在香港沒有居留權下，希望爭取第三國收容。去年9月6日，分別20歲和18歲、化名Reem和Rawan的姊妹，展開她們策劃了兩年的出走計劃。經過多年接受嚴格的伊斯蘭教育及在家遭虐待，令她倆深信在男性監護人制度下，她們留在沙地根本沒有將來。斯里蘭卡旅行時偷走當時一家人到了斯里蘭卡首都科倫坡旅行，兩人暗中申請澳洲旅遊簽證，又預先召了的士。凌晨2時，Rawan從父母睡房內一個袋偷去兩姊妹的護照；的士5時抵達，她倆換上偷偷買來的牛仔褲，沒穿罩袍就走出度假屋外。兩人抵達科倫坡機場後才買機票，乘搭斯里蘭卡航空客機，早上9時啟程往香港；之後計劃轉乘國泰航機，當晚7時10分轉飛澳洲墨爾本。飛機由科倫坡機場起飛，一切看似順利，但她倆沒料到叔父原來跟沙地內政部有聯繫，而且沙地官員對香港機場職員具影響力。甫踏足香港機場，她們就被兩名男子攔截，問她們是否前往墨爾本，要求二人出示護照和登機證；先說她們或誤了航班，之後又說她們的澳洲簽證有問題。根據美國有線新聞網絡（CNN）從姊妹代表律師Michael Vidler取得的信件，得知該兩名男子分別是斯里蘭卡航空公司航站經理，以及地勤服務代理商怡中航空服務的職員。兩男子將姊妹帶到機場另一區域，通知她們往墨爾本的機票已被取消，又指已為兩人另購阿聯酋航空一班經杜拜往沙地首都利雅得的機票。斯里蘭卡航空指是按沙地領事館的特別要求，代二人取消國泰機票；又指領館聲稱姊妹父親致電領事館，指她們須盡快回國，因她們的母親「病危」。港警帶署問話六小時沙地駐港總領事及副領事都曾到機場，跟兩姊妹和航空公司職員面談；兩姊妹知有沙地官員在機場時都被嚇壞，嘗試取回護照逃走但不得要領。由於一片混亂，沙地駐港領總事同意交還護照並給二人往杜拜的登機證。二人即時跑往國泰櫃位欲乘原定航班但不得要領，於是轉到澳洲航空櫃位，買了當晚機票到墨爾本。豈料，之前那名怡中航空服務職員企圖搶走她們的登機證，更甚是沙地副總領事向澳航指二人偷錢逃走，澳洲移民局接報後，取消了二人的旅行簽證。兩姊妹在機場逗留三小時後，向國泰櫃位職員提供了姓名及一個假的香港聯絡地址，獲准離開，二人乘搭港鐵出市區。她們父親和叔父及後也抵港，報警尋人，警方之後追查到她們入住的酒店，四日後將她們帶到灣仔警署問話六小時。二人拒見父親和叔父，警方最終將二人送返酒店；她們自此展開流離失所的生活，以防被強行帶回沙地。她們未有向香港當局尋求庇護，但沙地已註銷了兩人護照，兩姊妹亦沒有正式獲准逗留香港，正透過律師尋求第三國收容。據本報了解，她們在律師陪同下曾向北角警署報案，報稱在機場被非法禁錮，現由新界南總區刑事部跟進。香港機場管理局則不評論報道。入境處亦不評論個別個案或公開個別個案資料。據悉，該對姊妹持有效旅遊證件入境，正尋求聯合國難民署協助。美國有線新聞網絡,要聞,A04,Pro-democracy,1269,30,2,1,1
116,Ming Pao Daily News,2019-02-22,沙特姊妹出逃尋自由 滯港前路未卜 憂安全搬遷1次 盼獲平權國家庇護,美國有線新聞網絡（CNN）報道，沙特阿拉伯一對姊妹去年9 月趁與家人到斯里蘭卡旅遊逃走，本欲前往澳洲，但在香港等候轉機時被截住。兩人代表律師稱，沙特駐港總領事曾在機場禁區試圖誘使她們登上飛往沙特的航班，兩人雖然逃脫但未能登上前往澳洲的航班，現時滯留香港，出於安全考慮要東躲西藏，已搬住處13 次。兩人昨日透過律師發聲明，稱希望到承認女性權利的國家尋求庇護，免受暴力和壓迫威脅。向CNN稱兩年前計劃化名為里恩（Reem） 和拉旺（Rawan）的兩姊妹分別20 及18 歲。她們向CNN 表示，早在兩年前計劃逃亡，去年趁斯里蘭卡旅遊時逃走。她們事前協助母親計劃行程，又令母親同意讓拉旺申請澳洲的旅遊簽證。兩人早已購買機票，準備乘搭斯里蘭卡航空的航班從斯里蘭卡的科倫坡飛往香港，並轉機國泰航空航班前往澳洲墨爾本。父稱母病重 促安排返沙特直至旅程最後一晚，她們偷走護照，趕到科倫坡機場搭機前往香港。兩人9 月6 日抵達香港，在機場的轉機區被斯里蘭卡航空地勤人員截停，指兩人簽證有問題，後被帶到阿聯酋航空櫃位，給予兩張阿聯酋航空登機證。CNN 稱，有斯里蘭卡航空職員取消她們的澳洲機票，因沙特駐港領事館通知，兩人父親表示女兒母親病重，要盡快安排她們回沙特，之後有沙特領事館人員出現。律師：沙特領事圖騙兩人上機兩人代表律師韋智達（MichaelVidler）稱，他們看過閉路電視片段，認為當時跟兩人接觸的是沙特駐港總領事布納因（Omar B. Al Bunayan）和副領事謝里夫（Abdullah Hussain A. AlSharif）。布納因試圖欺騙兩人登上前往經迪拜前往沙特的航班，騙說要她們到迪拜或利雅得讓官員在護照蓋印，才能前往澳洲。拉旺試圖取回護照時被阻撓，遂大叫被人綁架。布納因隨後把護照和前往迪拜的登機證交給她們。她們隨後到澳洲航空購買到墨爾本的機票。警查失蹤人口 盤問6小時獲釋謝里夫向澳航職員稱她們偷錢，打算逃走，不是遊客；後來澳洲移民部官員以電話告訴兩人簽證被取消。韋智達指她們禁區內被企圖綁架。里恩和拉旺最終出境到市區，翌日報警；同月10 日警方收到失蹤人口報告，帶兩人到灣仔警署盤問6 小時。她們拒絕與父親和叔叔見面。警方最後將她們送回酒店。去年9 月起兩姊妹已搬遷13 次，她們表示因已放棄信仰回國可被判死。里恩和拉旺沒在本港申請庇護，韋智達稱兩姊妹正申請前往一個安全國家的簽證。港警方：仍在跟進本港警方回應指，去年9 月上旬分別接獲一名外籍男子和兩名外籍女子報案。經調查後，前者所報案件已列作「尋回失蹤人士」；而後者所報案件則列作「求警調查」，由新界南總區刑事部跟進，跟進工作仍在進行。據悉，兩名沙特姊妹抵達香港機場時，因澳洲已取消其簽證，無法上機，並持有效的旅遊證件進入香港境內。兩人抵港先到北角警署報案，稱在機場遭人禁錮。此外，兩人父親其後來港，向警方報案指兩女失蹤，警方其後向兩女取口供，見兩人為成年人亦無受傷，故失蹤案件毋須再跟進。兩姐妹在港與警接觸期間，均有律師陪同，兩人現持有效的旅遊證件及簽證在港。（CNN）我們只是由一個盒子轉移到另一盒子，從家裏轉到酒店，但什麼也沒改變。 拉旺談出國旅行匿藏在港沙特一對姊妹去年9 月趁着與家人旅遊時逃走，打算到澳洲尋求庇護，惟在香港轉機不果，至今仍匿藏在港。 （網上圖片）,國際,A24,Neutral,1372,33,2,1,1
117,Oriental Daily News,2019-02-22,25假難民「玩失蹤」學者促撤聲請資格,【本報訊】假難民為禍本港，不但枉花公帑，更甚者是他們參與各類犯罪活動，作奸犯科，破壞本港治安，過去便最少有二百五十名假難民提出聲請後「玩失蹤」。有立法會議員相信他們被不法集團招攬，認為一旦發現他們的蹤影，應盡快遣返；有學者更認為若假難民兩次「No Show」（未有報到），便應視作自動放棄，取消他們的聲請資格。保安局向立法會保安事務委員會提交文件，指截至今年一月底，曾經提出免遣返聲請、而當事人潛逃或失去聯絡，致入境處未能處理聲請的個案約有二百五十宗，入境處已將有關人士的資料通報警方，如有關人士被截獲，警方會將他們交由入境處進一步跟進。料被不法集團招攬 危害治安立法會保安事務委員會委員葛珮帆表示，該二百五十名假難民提出聲請後「玩失蹤」，一方面顯示他們深知一旦進入程序後，自己的聲請難以獲得確立，因此「玩失蹤」；另一方面是他們或已被不法集團招攬，進行犯罪活動作奸犯科，危害治安，又或是打黑工，根本非真正難民，認為執法人員一旦發現他們的下落，應第一時間交予入境處確立其失去聲請資格，立即遣返。理工大學專業及持續進修學院講師陳偉強表示，假難民「玩失蹤」，明顯是參與犯罪活動，如搶劫等，所以要避風頭，認為當局絕對不應姑息，一旦未有報到兩次，便應視作自動放棄，取消他們的聲請資格，不能無止境地讓他們拖延留港。,港聞,A02,Pro-Beijing,551,18,2,0,0
118,Sing Tao Daily,2019-02-22,沙特姊妹逃亡 滯港尋國際收容 稱遭家人虐待 領事阻轉機,美國有綫新聞網絡（CNN）報道，一對二十歲和十八歲的沙特阿拉伯姊妹，因不滿嚴苛的沙特婦女制度及遭家人虐打，去年九月趁一家人前往斯里蘭卡旅遊時逃走，她們聲稱乘航機飛往澳洲途中，在香港轉機時被沙特駐港領事館官員阻攔，惟她們進入市區躲藏，迄今已滯留本港五個多月，現正尋求其他國家收容。綜合報道一對沙特阿拉伯姊妹滯港逾五個月，正尋求他國收容。這兩名姊妹，化名里姆（Reem）和拉瓦安（Rawan），她們表示多年來的嚴格伊斯蘭教生活及在家中被男成員虐打，深信在沙特沒有前途，兩人已放棄伊斯蘭教信仰。兩人與家人去年到斯里蘭卡首都科倫坡旅遊，在出發前策劃逃走。去年九月六日，她們在斯國一度假屋趁機取回護照，乘的士溜往科倫坡的機場，在機場購買斯里蘭卡航空公司機票，欲經香港轉乘國泰航空客機飛往澳洲墨爾本，經約六小時航程抵達香港，剛下機便有兩男子走近詢問是否往墨爾本，又向她們索取護照及登機證。姊妹藉詞去廁所，經由廁所逃走，出來時見到枱面放着她們的護照，伸手取回時被其中一名男子阻止，兩人以阿拉伯語大叫「你綁架我們」。她們先走到國泰航空櫃位查詢，獲告知兩人的機位已被取消。她們又急忙走到澳洲航空公司櫃位訂了當晚七時起飛的航班。護照已被註銷她們說，沙特駐港副領事謝里夫其後對澳航櫃位職員說她們偷了錢想逃走，澳航職員與澳洲移民局官員通電話後取消了她們的機票。兩人在機場逗留三小時後，乘機場快綫列車進入香港市區。在過去五個月，她們不斷轉換居所逃避家人追蹤，兩人未有在本港申請難民庇護，而她們的沙特護照已被註銷，不能在香港合法逗留。機管局發言人表示不評論事件，入境處則表示會按照相關法律有效地執行出入境管制。國泰航空發言人指出，兩事主所持機票由斯里蘭卡航空出售，斯里蘭卡航空向國泰航空發出註銷機票的指示。警方發言人回應稱，一八年九月上旬分別接獲一名外籍男子和兩名外籍女子報案。經調查後，前者所報的案件已列作「尋回失蹤人士」；而後者所報的案件則列作「求警調查」，由新界南總區刑事部跟進。本身為執業律師的民主黨前立法會議員何俊仁指，酷刑聲請適用於受政治壓逼的申請人，不適用於家暴，今次該兩姐妹不堪家人虐打而出走，滯留本港，即使提出酷刑聲請亦未必受理，而按現時法例，逾期逗留會被遣返原居地。,港聞,A25,Pro-Beijing,929,27,2,1,1
119,Oriental Daily News,2019-02-23,入境處拘兩假難民黑工,【本報訊】入境處嚴打假難民黑工！該處本月十八至廿一日在全港各區展開代號名為「曙光行動」的反非法勞工行動，拘捕十名非法勞工及四名涉嫌聘用非法勞工的人士，當中兩名巴基斯坦籍人士為持有俗稱「行街紙」的不允許僱傭工作的擔保書，均為免遣返聲請人士。入境處特遣隊人員搜查卅八個目標地點，包括酒吧、商業大廈、公司、護老院、工業大廈、按摩店、住宅大廈、餐廳、商舖及菜檔，共拘捕十名非法勞工及四名涉案僱主。被捕黑工分別七男三女，年齡介乎廿五至五十七歲。至於被捕僱主則為兩男兩女，年齡介乎卅七至七十五歲。,港聞,A18,Pro-Beijing,242,10,2,1,0
120,Oriental Daily News,2019-02-23,聲請審核激增 兩職位獲保留,【本報訊】近年免遣返聲請數量倍增，導致假難民禍港。立法會人事編制小組委員會昨日通過保留一個保安局首長級職位，以及一個入境事務處助理處長職位，以助審核免遣返聲請個案及檢討相關政策，議案將提交財務委員會審議。保安局副局長區志光表示，現時仍有大量聲請個壓積壓於上訴委員會和司法覆核的層面，故有需要延長相關職位，預計要兩至三年才完成；當局上半年亦會向立法會提交《入境條例》修訂草案。謝偉銓暗批政府對假難民相當好，導致不斷來港影響市民生活。（何天成攝）假難民湧港 政府被指禍根議員謝偉銓表示，政府對假難民相當好，導致不斷有更多人來港，對市民造成生活問題，質疑是否值得長期照顧這批人，以及有否理據逗留香港，認為保留相關職位能防止條例被濫用，避免對香港社會資源造成壓力。議員周浩鼎就指當局在處理免遣返聲請個案時，均希望能作出改善和縮短處理時間，認為當局應考慮把相關職位恒常化。小組同時亦通過在食物環境衞生署開設一個高級首席行政主任職位，協助私營骨灰安置所事務專員工作，任期至二○二二年六月廿九日；保留民航處一個首長級乙級政務官職位至二五年三月三十一日，以處理三跑系統、無人機規管等工作。民航處處長李天柱指，現時正就無人機制訂要求，包括負責操作無人機的人員需要有專業培訓、無人機如超過某重量則需登記等，希望在今年年中諮詢事務委員會，最快於明年立法。,港聞,A19,Pro-Beijing,566,13,2,0,0
121,Oriental Daily News,2019-02-24,兩南亞醉漢 砸毀垃圾桶,【本報訊】南亞醉漢變身「破壞王」，掟爛街邊垃圾桶逃遁。昨日凌晨一時許，一名姓何（廿歲）男途人，行經土瓜灣炮仗街近馬頭角道交界，發現兩名飲至醉醺醺的南亞漢，腳步浮浮在街頭發爛渣搗亂，期間不斷高聲叫囂、手舞足蹈，未幾更目睹兩人「興起」向街邊一個垃圾桶「施襲」，又踢又掟大肆破壞，何見兩名南亞漢醉態畢露，不值對方所為致電報警。遭破壞的垃圾桶。（沈厚錚攝）50米外尋回上半截警方接報後趕至，惟涉案人士已逃去無蹤，同時發現一個垃圾桶損毀，上半截不翼而飛，遂於現場附近一帶搜索，最後於五十米外的馬頭角道近九龍城道，尋回另外半截垃圾桶。警方隨即封鎖現場，經初步調查後，不排除有人酒後鬧事，案件列作刑事毀壞，交由九龍城警區刑事調查隊跟進，將進一步翻查附近店舖的「天眼」錄影片段，追查「破壞王」下落。警方在附近尋回半截垃圾桶。南亞兵團/假難民近年犯案事件簿,港聞,A14,Pro-Beijing,369,11,2,1,0
122,Apple Daily,2019-02-25,簽證周四到期 滯港沙地姊妹或獲行街紙,【本報訊】沙地阿拉伯一對姊妹不堪被虐待，去年9月趁與家人外遊時出走，原計劃在香港轉機往澳洲，未料在港期間被取消赴澳洲機票，滯留香港至今近半年。兩人的香港簽證將於星期四屆滿，在港的「期限」倒數，擔心未來前景。有立法會議員指，入境處一般處理有關求助時，若涉事人不對港構成風險，將發出「行街紙」，相信港府不會即時將兩人遣返沙地。滯留本港五個多月的沙地姊妹Rawan和Reem，其沙地護照已被註銷，香港的簽證則於星期四到期。二人昨晚在Twitter上稱：「只剩下4天，我們需要前往安全的第三國。我們正恐懼有可能發生的事。」她們接受香港網媒HKFP訪問透露，在港期間輾轉逗留過13間安全屋，包括酒店、避難所及私人住宅等，大部份時間藏在室內。疑曾被阿拉伯男子跟蹤惟兩人在港仍感到安全受威脅，她們憶述抵港初期，曾到位於中環的法國駐港總領事館求助，在外發現一名貌似阿拉伯男子站在的士站，其後再在北角正入住的酒店外再遇同一男子，懷疑被對方跟蹤。兩人去年9月又收到自稱香港警方的WhatsApp短訊，及後揭發是冒充短訊。她們擔心一旦被遣返沙地，有可能被監禁甚至被判死刑。有外國傳媒指，兩姊妹正尋求聯合國難民署協助。立法會議員涂謹申表示，有關人士若認為返回原居地後將受酷刑或被迫害等，可向聯合國難民署或入境處求助，入境處會考慮涉事人會否對香港治安構成風險，再決定是否准許她們留港。涉事人若獲留港，會獲發俗稱「行街紙」的擔保書。涂指香港司法相對完善，相信兩名少女不會被即時遣返。入境處則指，會按相關法律和政策，有效地執行出入境管制工作，不評論個別個案。■記者羅繼盛,要聞,A02,Pro-democracy,670,18,2,0,1
123,Oriental Daily News,2019-02-26,探射燈：假難民犯案猖狂毀港治安,去年本港政局動盪，經歷不少大是大非，而要數最困擾本港、儼如撞邪般爆發的隱患，必是假難民作惡禍港的社會毒瘤。過去一年，滯港假難民犯案不斷，逾千名假難民因犯下各種罪行被警方拘捕，犯案手法更愈見猖狂，令人提心吊膽。假難民問題過去五年更虛耗近五十億元公帑，港府早前在修訂《入境條例》計劃上研新措施打擊，被轟不夠徹底，立法會議員狠批當局全面解決假難民問題仍遙遙無期，恐毒瘤繼續擴散，後患無窮。假難民問題儼如社會毒瘤，令本港如撞邪般飽受困擾。過去多年港人飽受南亞假難民為禍困擾，港府卻束手無策，任由假難民不斷湧港，持續威脅本港治安和衞生。去年假難民更作案不斷，去年二月六日有南亞鐵錘幫殺入元朗搵食，三名戴口罩南亞匪手持大鐵錘，扑向日新街一間售賣名錶及二手錶的錶店櫥窗，十九秒掠走價值逾五百萬元名錶。搶劫施襲勒索 密食大茶飯至二月九日，五名持香港身份證的印度籍男子替尖沙咀重慶大廈一間找換店運鈔期間，被一幫南亞匪用刀劫走價值約三千二百萬港元的日圓現鈔；去年五月廿八日，一名尼泊爾籍男子涉在中環行人天橋三分鐘非禮至少十名女途人被捕；而在去年九月初，三名持「行街紙」的印度裔男子在深水埗街頭遭五名南亞刀手狂斬及爆樽施襲，趕至的警員一度拔槍喝止，刀手之後乘車逃去。假難民密「食大茶飯」，犯案手法更見「狼死」。假難民犯案纍纍，去年就有一千一百五十人被捕。警方數字顯示，去年被捕的非華裔人士多達四千零二十一人，當中持「行街紙」的非華裔人士有一千一百五十人，發現涉及「嚴重毒品罪行」的被捕人數趨增，由前年平均每月拘捕十六人增至逾十七人，而涉及「在公眾地方行為不檢/打架」和「勒索」被捕人數分別有四十七人和廿三人，超出前年總被捕人數，而「勒索」的升幅最為顯著，較前年超出兩倍有多。除了破壞治安，更耗費納稅人大量金錢，政府過去兩年因向免遣返聲請人提供法律支援，涉及的公帑開支就高達四億二千三百萬元，而用作處理假難民的開支，五年內已花掉多達四十九億元。計算處於不同階段的免遣返聲請個案，去年底仍滯港的假難民有近一萬四千人，免遣返聲請機制更漏洞處處，致長期被假難民濫用留港。過去曾有一名孟加拉籍男子早於○四年起濫用機制留港打黑工或犯案，多次拒絕與入境處會面進行審核，其聲請被拒隨即玩「失蹤」，數年後因在港犯案被捕，此時他轉向聯合國難民署香港辦事處提出甄別難民要求，直至一四年港府統一審核機制推出，他再提出免遣返聲請，被拒後又提上訴，拖延留港長達十二年。更有指有假難民故意犯案「博坐監」，在服刑時令入境處更難取得資料審核，以拖延聲請審核，拖長在香港的逗留時間。亦有個案顯示，有南亞人持護照來港後一直逾期居留，直至干犯刑事罪行被捕才被揭發，按理服刑後即遭入境處遣返，但該人出獄後即提免遣返聲請繼續留港。制度存漏洞 敗訴賴死唔走早前港府在修訂《入境條例》計劃上再「出招」加入九大修例建議，包括建議限制聲請要在抵港三個月內提出、大幅調升聘黑工及打黑工的罰則，及禁止潛在聲請人登機來港等，惟措施被批不夠徹底。「假難民每年用公帑十幾廿億，一路都解決唔到，香港都真係撞邪喇！」立法會跟進免遣返聲請統一審核機制有關事宜小組委員會主席葛珮帆批評假難民問題存在已久，政府雖聲稱已清理積壓個案，奈何整個制度有漏洞，假難民被判敗訴會再三申請司法覆核，整個程序又拖數年，耗費大量公帑，現尚有萬多宗等候司法覆核及上訴個案，假難民期間又以行街紙留港，對社會構成威脅。罪案常發生 羈留中心逼爆她又指政府早前提出的建議例如研究對人命或財產構成風險的聲請人羈留，但現時羈留中心已逼爆，相關細節亦無釐清，但罪案日日發生，問題迫在眉睫，令市民人心惶惶，促政府盡快落實有效措施，保障市民安全。,港聞,A06,Pro-Beijing,1508,15,2,1,0
124,Oriental Daily News,2019-02-26,探射燈：學者促退《禁止酷刑公約》設收容中心,政府處理假難民問題似是束手無策，任由毒瘤擴大擴散，學者亦指港府處理聲請的安排不妥，令本港儼如一個極吸引的假難民天堂，認為長遠應考慮退出聯合國《禁止酷刑公約》和設立收容中心，解決假難民這個棘手困局。陳偉強認為長遠應考慮退出聯合國《禁止酷刑公約》和設立收容中心，解決假難民棘手困局。審批拖太耐 縱容為非作歹假難民問題源於回歸前、自一九九二年起在港實施的聯合國《禁止酷刑公約》，理工大學專業及持續教育學院講師陳偉強表示，港府考慮退出公約是解決假難民的治本方法：「長遠應有計劃咁做，反對聲音應唔少，但要畀市民知道退出嘅原因。」他指出，現時審批聲請的時間「拖得太長」，令假難民有充分時間在港打黑工或做為非作歹的事，港府應向中央反映，訂立計劃退出公約。他又認為應縮短審批時間，和不應任由假難民在市區內活動，杜絕滋擾。現時假難民在港「住得好舒服」，有別於外國以禁閉式難民營禁閉，建議本港可倣效澳洲的做法，在偏遠地方例如較少人住的離島興建難民營，硬性要假難民在內居住，相信兩、三年已可完成興建，屬較快可改善現狀的方法。另外，本報早前亦就假難民問題到黃大仙祠求籤問卜，仙師在豬年亦以「高文定守株」一籤，寄語政府在處理假難民問題上不能再守株、守舊、拘泥，要有新方向、政策及決心為香港除去此冤魂不散的毒瘤。,港聞,A06,Pro-Beijing,542,21,2,0,0
125,Oriental Daily News,2019-02-26,功夫茶：南亞村四面開花 禮賓府開門迎客,「有朋自遠方來，不亦樂乎；有客自南亞來，不亦悅乎。」邊個笑到見牙唔見眼？咪係奉南亞假難民為上賓嘅特衰政府囉！假難民禍港無日無之，而且鑊鑊新鮮鑊鑊甘，前日傍晚之嘛，有觀塘區區議員揸車前往長沙灣參加活動，點知落車後一名南亞單車賊突然殺出，伸手入車內搶走價值五千元嘅手機後逃去無蹤，賊人整個踩線及逃走過程被車cam拍低，當時議員妻兒都喺車上，嚇都嚇到鼻哥窿冇肉。話時話，南亞幫除咗攔車打劫，仲有一招碰瓷勒索，呢，早排有南亞人喺荃灣撞的士，一邊以優雅姿勢落地，一邊煲手機電話粥，連交戲都慳番，擺到明有恃無恐，你吹得佢脹？大家有眼見，南亞假難民喺香港可以話係人盡其才，打黑工、周街搶劫不在話下，幫黑社會賣命做爛頭蟀，開片睇場運毒各擅勝場，械劫金行珠寶行，更加係拿手好戲。有學者就講得啱嘞，港府既唔退出《禁止酷刑公約》，又唔學吓人哋澳洲咁，將班瘟神關晒入禁閉營，仲要衣食住行官司使費，一律公帑埋單，咁搞法，等於變相資助假難民來港「犯罪自由行」，想去邊度，想點搵食，全部自己話晒事。所以話啫，淨係拆一個通州街天橋底南亞村有鬼用咩！香港遍地黃金，度度都有南亞兵團嘅身影，南亞村好似病毒一樣擴散到山頂、深水灣豪宅區以至禮賓府，只係遲早嘅事。講到呢度，大家應該明白點解回歸後行政長官府邸係都要「反主為客」，有「特首府」唔叫而叫「禮賓府」。特衰政府手指拗出唔拗入，對香港人一毛不拔，市民講到牙血出，都係派得嗰四千銀，仲要雨露不均兼夾過程繁複，仲慘過去乞；對南亞假難民就唔同講法喇，為供養呢班大帝，港府五年來豪擲五十億元，以一萬四千個滯港假難民計，平均每人每年分到七萬幾銀，可見港府嘅「賓」唔係市民而係南亞兵團，「有客自南亞來，不亦悅乎」就係咁解。家陣乜都係假，最緊要「灑掃庭除，以待賓客」，禮賓府有英國喬治時代建築風格，有日式建築風格，就係冇回教式圓頂尖塔以及印度式挑檐格窗，麻煩官老爺拿拿聲搞搞佢，如果唔係點做到賓至如歸吖。當今全球各地防火防盜防難民，民主典範嘅美國甚至要起邊疆萬里長城，唯獨港府貫徹大愛包容精神，向假難民張開溫暖嘅臂彎，今屆諾貝爾和平獎非佢哋莫屬，連當撈侵都要行埋一二邊，到時候林鄭聯同「假難民之父」張超雄，喺假難民簇擁下一齊領獎，真正達致不同種族「大和解」，仲唔喜上加喜，威過威士忌！,港聞,A18,Pro-Beijing,942,19,2,1,0
126,Oriental Daily News,2019-02-26,探射燈：南亞村淪黑幫 兵竇 槍械庫 毒窟,困擾本港多時的南亞假難民，同樣是本港衞生隱患，更是播毒之地。被假難民進駐的深水埗通州街橋底早淪為黑幫兵竇、槍械庫及「吸毒特區」，高峰期被僭建逾二百間木板屋儼如「南亞村」，政府部門竟一直拖延「唔敢拆」。拖至今年一月多個部門才將其清拆，不過並未能根治問題。深水埗通州街橋底被假難民進駐成南亞村，淪為黑幫兵竇、槍械庫及「吸毒特區」。公園啪針 後巷交易毒品前年警方在烏煙瘴氣的通州街天橋底，搗破黑幫公然「開壇」舉行三合會入會儀式，招收南亞假難民，當時已揭發該橋底公然搭有二百間「屋仔」，淪為藏污納垢的南亞村。而警方去年八月展開代號「犁庭掃穴」行動，搜查深水埗多處地點，包括南亞村、通州街公園、白田邨、石硤尾邨等，共拘捕二十三人，包括五名南亞裔男子，涉嫌「販毒」、「藏毒」、「藏有攻擊性武器」、「在賭場以外任何場所或在街道上進行賭博」及「違反逗留條件」，在行動中共檢獲總值逾十一萬元毒品。雖然自南亞村清拆後街坊心理威脅減少，但其實區內毒品問題實際上只是化整為零，吸毒人士轉移到通州街公園、南昌街休憩處等地聚集，有在公園耍樂的街坊投訴不時有神志不清的人士公然「啪針」，部分毒品交易則仍在三無大廈及橫街後巷等地方進行，繼續為患該區。,港聞,A06,Pro-Beijing,509,20,2,1,0
127,Oriental Daily News,2019-02-26,區議員中招手機放車內南亞賊強搶,南亞賊無法無天！區議員「中伏」遭強搶手機。觀塘區議員鄧咏駿前晚駕車接載妻兒，駛抵長沙灣幸福街將車停泊在路邊後，鄧獨自離開往附近參加區議會活動。期間，南亞「單車賊」突然衝出，伸手入車內搶走價值五千元手機逃遁。有「車Cam」拍下賊人踩線及逃走過程，歷時一分鐘。警方將案件列為搶劫處理。鄧指「佢係明搶！」治安令人擔憂，促政府設立更多政策處理南亞問題。天眼直擊南亞賊騎單車出現。（讀者提供）案發於前日傍晚六時許，觀塘區議員鄧咏駿駕駛七人車，載同姓陳（卅七歲）妻子及三名兒女，抵達幸福街專業教育學院（IVE） 對開，將車停泊路旁後，鄧獨自離開往附近參加區議會活動。鄧稱，他為了車內空氣流通，離開前將車窗開啟。期間，一名南亞漢突然從暗處撲出，從車窗俯身入車內，伸手搶去擺放在車頭的手機。鄧妻見狀立即喝止，惟賊人拔足逃去，她驚魂甫定後報警求助。警方接報到場調查，事主證實損失一部價值約五千元的手機。騎單車行事 沿深水埗方向逃其後，警員在案發現場附近發現一部懷疑涉案單車，相信賊人以單車在區內「踩線」，窺準機會犯案。及後，警員翻看「車Cam」片段，發現一名年約廿歲、身穿白色衫褲、揹黑色背囊的南亞裔青年騎單車現身，並將單車停在另一輛私家車後面，隨即衝前搶走手機，轉身沿深水埗方向拔足狂奔。期間，鄧妻似乎受驚高呼：「喂，你做咩啊你？啊！」整個過程約一分鐘。南亞兵團/假難民近年犯案事件簿鄧表示，案件並非普通盜竊，「佢係明搶！」更指當時時間尚早，有不少途人經過，光天化日下南亞人士如此猖狂，治安問題令人擔憂。他促請警方應多加巡邏，政府可設立更多政策處理南亞問題，同時呼籲市民應提高警覺，多留意車窗車門是否鎖好，以免南亞人士有機可乘。南亞幫長沙灣聚集 罪案頻生另外，深水埗區議員陳偉明對事件感到愕然，並指事發附近有一定的人流，大街大巷下竟然公然搶劫，對附近治安問題感到十分擔憂。陳續指，近年長沙灣附近有不少南亞裔人士聚集，產生治安問題，因此希望警方及政府能夠正視有關問題，避免助長罪案發生。,港聞,A15,Pro-Beijing,834,15,2,1,0
